crop,season,soil_type,soil_pH,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_percent,annual_rainfall_mm,temperature_avg_C,temperature_min_C,temperature_max_C,humidity_percent,sunshine_hours_per_day,irrigation_type,irrigation_frequency_days,fertilizer_N_applied,fertilizer_P_applied,fertilizer_K_applied,pesticide_usage_kg_ha,area_under_cultivation_ha,farm_mechanization,crop_variety,plant_age_years,previous_year_yield,elevation_m,slope_percent,district_zone,yield_kg_ha
sweet potato,Rabi,Laterite,5.66,192.02,14.24,214.42,2.28,3379.0,27.58,19.17,32.19,74.36,4.99,Sprinkler,2,195.21,74.8,98.68,4.2,6.88,1,1,0.0,14268.0,193.1,6.8,Midland,14154.47
sweet potato,Rabi,Laterite,4.61,125.73,29.31,225.34,2.64,3185.3,23.9,19.84,28.59,70.92,7.0,Drip,1,163.98,29.45,44.21,2.47,4.66,1,1,0.0,10011.4,868.0,29.89,Malnad,13701.1
sweet potato,Rabi,Laterite,5.85,302.52,37.2,129.81,2.05,3108.0,26.89,19.55,35.74,75.39,4.47,Drip,1,186.6,37.63,49.49,2.45,1.18,1,0,0.0,14927.0,723.4,20.62,Malnad,13429.47
sweet potato,Rabi,Red Loam,5.85,107.3,24.14,157.34,0.93,3215.8,27.42,19.45,33.4,66.44,6.1,Drip,2,104.99,34.92,95.32,0.58,7.74,0,1,0.0,12381.6,516.5,8.63,Malnad,12105.33
sweet potato,Rabi,Red Loam,5.6,315.99,41.81,294.89,0.92,3559.5,27.97,18.42,32.62,90.4,5.42,Sprinkler,4,171.59,69.52,87.63,2.9,2.57,0,0,0.0,9010.0,853.4,25.68,Malnad,15149.78
sweet potato,Rabi,Laterite,6.16,172.45,23.23,147.01,1.4,2973.8,30.29,26.06,35.74,71.53,3.61,Rainfed,0,169.13,74.52,103.57,3.03,6.71,1,1,0.0,14402.7,360.2,15.07,Midland,12120.92
sweet potato,Rabi,Clay Loam,6.29,240.23,53.9,80.42,2.4,3395.0,28.19,18.85,33.76,86.4,3.53,Canal,4,114.35,29.08,79.06,1.76,6.68,0,0,0.0,14374.6,57.6,25.43,Coastal,12871.28
sweet potato,Rabi,Laterite,5.56,311.64,46.44,268.69,1.13,3487.9,22.41,18.36,34.78,86.86,6.3,Sprinkler,4,152.66,72.05,44.1,1.47,1.75,1,1,0.0,12685.6,800.5,29.02,Malnad,15931.71
sweet potato,Rabi,Red Loam,4.92,286.92,25.07,117.79,3.48,3019.0,31.28,26.66,35.96,91.93,5.85,Drip,1,77.84,59.62,146.63,1.87,5.23,1,0,0.0,10795.3,269.3,13.66,Midland,12448.13
sweet potato,Rabi,Laterite,6.27,102.38,41.59,168.4,3.43,3004.6,24.69,18.17,30.03,68.81,6.54,Sprinkler,2,98.04,30.78,40.42,2.17,1.13,1,1,0.0,9042.5,804.7,25.81,Malnad,11989.12
sweet potato,Rabi,Clay Loam,4.86,306.65,40.38,113.4,1.18,3243.0,23.8,19.42,30.93,83.6,6.79,Sprinkler,5,160.4,77.91,132.51,1.42,2.17,1,1,0.0,15247.0,672.9,6.8,Malnad,15105.61
sweet potato,Rabi,Sandy Loam,5.52,301.2,59.51,82.59,3.05,3230.7,31.66,18.22,35.97,90.73,5.3,Rainfed,0,171.78,59.49,75.61,2.68,5.54,0,1,0.0,16847.4,606.1,11.61,Malnad,14040.62
sweet potato,Rabi,Clay Loam,6.44,181.41,11.58,211.16,1.4,3458.6,23.42,19.16,29.42,80.39,4.2,Drip,1,176.26,66.2,105.55,1.07,8.65,1,1,0.0,11664.5,947.0,20.05,Malnad,13908.58
sweet potato,Rabi,Red Loam,5.93,322.3,51.66,217.0,2.03,2889.1,28.75,18.74,33.0,89.31,4.55,Canal,3,78.66,21.15,136.75,3.69,0.65,1,1,0.0,11998.0,53.6,24.81,Coastal,12817.65
sweet potato,Rabi,Laterite,5.01,257.21,17.78,102.18,1.78,3270.3,26.54,21.81,33.86,75.45,3.6,Sprinkler,2,152.79,57.57,138.67,1.94,6.14,0,0,0.0,14357.1,605.6,21.58,Malnad,12546.61
sweet potato,Rabi,Laterite,5.44,298.28,42.09,102.82,2.48,3484.3,26.97,21.76,30.9,89.48,6.81,Sprinkler,2,106.67,33.76,103.51,2.7,2.5,1,1,0.0,12485.7,197.6,11.94,Midland,15157.52
sweet potato,Rabi,Clay Loam,5.51,197.13,25.81,204.08,3.08,3089.2,27.98,20.66,33.15,77.72,7.3,Sprinkler,4,135.93,68.57,115.87,3.62,9.14,0,0,0.0,10881.1,737.5,6.99,Malnad,13089.14
sweet potato,Rabi,Laterite,5.89,207.34,21.69,155.69,2.87,2818.0,23.76,19.58,28.99,77.33,4.26,Drip,1,70.52,45.19,85.48,1.03,1.75,1,1,0.0,12746.7,782.8,4.09,Malnad,12048.98
sweet potato,Rabi,Red Loam,6.25,259.52,33.74,250.57,2.44,3465.1,26.06,19.9,36.0,83.92,4.8,Rainfed,0,117.16,40.71,75.15,0.6,1.49,1,1,0.0,10906.0,200.0,9.31,Midland,14695.1
sweet potato,Rabi,Clay Loam,6.05,283.09,22.18,234.4,1.11,3041.3,27.46,18.24,30.85,82.37,3.87,Drip,1,97.25,70.0,137.73,1.03,2.98,0,1,0.0,15698.7,809.5,8.18,Malnad,13039.81
sweet potato,Rabi,Clay Loam,5.35,118.21,20.38,136.29,1.69,3364.6,24.56,18.77,32.82,69.1,5.12,Rainfed,0,118.43,53.94,123.75,1.98,8.96,0,0,0.0,15656.3,371.8,23.11,Midland,12172.59
sweet potato,Rabi,Red Loam,4.75,314.72,32.94,234.16,2.23,2850.4,29.66,23.65,34.23,78.61,5.28,Sprinkler,2,102.4,25.5,116.49,2.96,8.2,1,1,0.0,9341.6,370.8,27.2,Midland,12636.73
sweet potato,Rabi,Laterite,6.14,330.28,37.68,251.79,2.18,3244.6,22.39,19.0,35.12,91.39,3.87,Rainfed,0,128.1,46.64,130.01,3.71,8.16,1,0,0.0,15775.8,723.4,0.63,Malnad,13841.32
sweet potato,Rabi,Red Loam,4.81,137.85,12.45,88.44,1.73,3042.8,24.73,19.76,28.03,78.15,6.23,Sprinkler,3,119.55,79.01,148.89,4.46,9.34,1,1,0.0,9459.1,753.8,4.76,Malnad,12563.08
sweet potato,Rabi,Red Loam,4.5,253.69,31.26,256.4,1.8,3538.8,28.53,21.76,34.29,65.16,5.63,Drip,1,171.16,75.36,40.03,2.9,8.54,0,0,0.0,14786.8,829.4,17.86,Malnad,13783.41
sweet potato,Rabi,Red Loam,5.47,323.74,29.05,223.07,2.38,3120.6,23.28,18.58,28.56,84.47,4.49,Drip,1,119.14,42.79,74.77,2.21,1.56,0,0,0.0,10070.2,846.4,34.64,Malnad,13096.14
sweet potato,Rabi,Laterite,4.61,314.86,52.1,275.55,0.83,3331.5,23.66,18.94,35.78,88.78,7.41,Drip,2,148.29,32.1,113.11,3.88,9.39,1,0,0.0,16502.2,485.0,24.77,Malnad,14331.26
sweet potato,Rabi,Sandy Loam,5.8,139.55,54.16,176.8,1.53,3003.6,31.43,23.2,35.46,84.6,3.8,Drip,1,83.02,52.13,96.55,2.56,1.23,1,0,0.0,9301.4,483.0,6.25,Malnad,11806.1
sweet potato,Rabi,Clay Loam,6.45,261.01,24.69,106.13,3.03,2892.2,23.91,19.08,35.21,72.37,5.43,Canal,5,116.63,51.64,54.3,0.89,9.54,0,1,0.0,15937.3,675.2,9.62,Malnad,12149.05
sweet potato,Rabi,Sandy Loam,5.83,203.23,51.07,265.8,1.57,2829.8,28.03,18.05,35.93,69.77,5.73,Drip,1,113.48,75.12,42.41,0.55,6.16,1,0,0.0,11631.8,896.1,27.07,Malnad,12588.93
sweet potato,Rabi,Red Loam,5.86,238.48,10.45,262.22,2.77,2848.1,24.85,18.34,34.88,89.52,6.42,Drip,3,86.26,71.21,52.98,0.82,6.86,1,0,0.0,10183.7,508.9,10.43,Malnad,12781.25
sweet potato,Rabi,Red Loam,5.27,295.09,55.32,142.31,1.71,3447.8,22.12,18.97,35.68,72.37,3.58,Canal,4,178.25,36.78,60.19,1.87,9.62,1,1,0.0,14142.0,312.5,25.46,Midland,14779.7
sweet potato,Rabi,Laterite,4.7,167.13,55.41,164.59,1.01,3395.7,31.92,22.1,35.71,69.91,6.37,Drip,3,96.37,47.89,123.14,1.54,7.21,1,1,0.0,10816.1,738.3,12.04,Malnad,13266.66
sweet potato,Rabi,Laterite,5.93,251.7,10.69,140.45,2.23,3488.9,28.21,18.56,31.38,87.01,6.76,Canal,7,70.54,63.87,64.64,1.95,4.11,0,1,0.0,12697.0,486.8,17.46,Malnad,13891.15
sweet potato,Rabi,Clay Loam,4.56,235.31,13.53,90.2,3.13,2816.2,25.85,21.82,35.92,90.26,6.02,Canal,7,124.48,51.29,104.28,2.35,1.69,1,1,0.0,11317.4,856.4,22.81,Malnad,13015.88
sweet potato,Rabi,Clay Loam,5.37,341.03,47.05,252.28,3.38,3210.3,27.66,18.98,32.53,69.5,3.99,Canal,4,68.58,78.18,78.43,1.2,1.48,1,1,0.0,16194.4,789.9,28.37,Malnad,14383.94
sweet potato,Rabi,Sandy Loam,5.24,345.34,40.76,211.61,3.4,3178.2,30.67,24.49,35.54,90.62,7.24,Sprinkler,4,86.28,32.19,79.98,2.19,1.32,1,1,0.0,12711.9,245.7,7.0,Midland,14270.04
sweet potato,Rabi,Sandy Loam,5.25,142.21,12.58,99.34,1.0,3203.0,23.02,18.52,28.36,78.75,5.41,Sprinkler,3,113.37,74.31,53.19,4.05,6.52,1,1,0.0,13444.9,355.7,8.65,Midland,12474.64
sweet potato,Rabi,Clay Loam,5.66,336.52,59.62,234.26,1.27,3574.2,22.85,18.52,31.29,68.08,7.08,Rainfed,0,157.61,78.74,143.71,3.06,5.6,1,0,0.0,14570.7,499.6,23.22,Malnad,15862.91
sweet potato,Rabi,Red Loam,4.69,303.0,16.38,219.27,1.94,2829.1,25.12,18.67,33.55,74.53,5.63,Drip,1,165.98,69.75,139.89,1.56,8.38,1,0,0.0,16465.2,200.5,1.39,Midland,13195.39
sweet potato,Rabi,Red Loam,5.6,287.78,26.35,235.61,2.14,3242.0,22.6,18.7,31.71,69.63,3.76,Canal,4,176.41,62.86,139.34,3.62,8.49,1,0,0.0,14176.8,304.7,4.07,Midland,14076.0
sweet potato,Rabi,Red Loam,6.29,315.01,43.76,156.24,1.81,3336.3,24.89,20.36,28.15,81.96,5.52,Sprinkler,3,84.06,21.89,64.19,4.48,4.22,0,1,0.0,15050.0,892.2,18.89,Malnad,13277.04
sweet potato,Rabi,Laterite,5.02,335.75,35.2,231.7,2.0,3151.5,24.51,18.39,32.47,87.51,4.05,Drip,3,103.23,23.78,72.55,3.06,1.44,1,0,0.0,13344.5,598.9,25.17,Malnad,12797.82
sweet potato,Rabi,Laterite,5.64,326.73,32.94,136.83,1.11,3449.2,26.03,20.95,32.29,87.29,4.49,Drip,1,66.6,32.71,81.62,4.26,6.11,0,0,0.0,14104.7,278.8,19.64,Midland,12615.98
sweet potato,Rabi,Red Loam,5.49,298.62,21.76,229.41,2.06,3434.8,29.28,21.0,32.55,90.06,4.18,Sprinkler,3,121.03,62.4,122.83,0.86,4.8,0,0,0.0,10206.1,784.2,11.42,Malnad,14577.48
sweet potato,Rabi,Clay Loam,5.45,102.24,42.33,91.22,1.88,3488.8,30.52,26.2,34.23,88.95,6.39,Rainfed,0,70.84,26.44,143.88,1.72,3.25,0,0,0.0,13643.7,176.0,5.16,Midland,12364.12
sweet potato,Rabi,Sandy Loam,4.68,144.78,40.04,273.28,1.96,3124.6,28.65,20.78,33.58,69.43,6.46,Canal,6,107.52,28.63,125.6,1.84,4.15,0,0,0.0,15036.2,90.1,27.21,Coastal,12672.35
sweet potato,Rabi,Laterite,5.42,214.49,51.81,148.8,3.2,3164.6,25.43,18.42,32.7,74.39,6.09,Sprinkler,3,157.66,58.29,92.53,2.71,9.34,0,0,0.0,10230.0,633.1,11.26,Malnad,13572.87
sweet potato,Rabi,Sandy Loam,6.48,191.91,23.68,254.57,1.16,3098.5,26.85,22.68,33.59,71.58,6.75,Sprinkler,4,84.91,31.45,141.93,1.14,2.69,1,0,0.0,9112.0,659.0,22.56,Malnad,12431.38
sweet potato,Rabi,Red Loam,5.37,182.2,58.9,269.82,2.15,2810.6,24.57,18.86,33.38,77.21,7.32,Sprinkler,2,135.14,25.82,62.57,3.06,4.09,0,1,0.0,11056.8,24.2,0.26,Coastal,12793.89
sweet potato,Rabi,Red Loam,5.52,126.71,48.08,137.85,1.76,3177.2,26.9,22.53,33.65,77.96,4.98,Sprinkler,2,193.9,66.65,128.73,3.29,4.51,0,0,0.0,15352.0,171.1,1.2,Midland,13210.75
sweet potato,Rabi,Sandy Loam,4.69,168.92,48.27,218.03,3.22,2869.4,30.15,26.07,35.75,66.97,6.48,Rainfed,0,144.19,69.06,41.69,4.46,7.38,1,1,0.0,15638.2,919.7,30.04,Malnad,12372.36
sweet potato,Rabi,Sandy Loam,6.13,310.3,10.34,119.48,1.26,3326.2,26.89,22.65,34.08,66.26,6.42,Drip,1,163.2,78.56,132.55,1.74,6.54,1,1,0.0,12155.8,587.3,2.0,Malnad,14583.28
sweet potato,Rabi,Red Loam,5.0,162.15,57.93,197.04,2.35,3493.9,23.95,19.56,34.45,67.44,6.11,Canal,3,78.47,49.42,47.92,1.78,9.48,0,0,0.0,11201.4,369.9,10.63,Midland,12971.69
sweet potato,Rabi,Red Loam,6.35,244.03,12.0,148.46,3.21,3416.6,23.69,18.0,28.44,84.79,6.52,Sprinkler,4,61.6,55.05,56.96,1.16,4.24,0,1,0.0,11885.6,38.2,4.97,Coastal,13847.21
sweet potato,Rabi,Sandy Loam,6.11,300.49,11.13,288.6,3.26,2853.1,23.22,18.4,34.44,88.65,6.64,Rainfed,0,120.43,40.58,110.49,1.5,8.93,1,0,0.0,10000.7,197.8,2.27,Midland,13214.68
sweet potato,Rabi,Sandy Loam,4.58,183.03,29.57,256.3,3.0,3173.2,31.84,23.73,35.73,79.36,7.03,Sprinkler,3,76.45,40.68,53.34,3.7,7.18,1,0,0.0,12773.1,145.3,31.68,Midland,12205.52
sweet potato,Rabi,Laterite,6.32,227.53,59.79,106.75,1.76,3383.0,29.37,22.14,33.69,70.51,6.44,Drip,1,140.01,49.03,50.38,2.58,8.71,1,0,0.0,11498.7,913.3,0.81,Malnad,12816.63
sweet potato,Rabi,Laterite,4.91,212.01,27.54,209.22,2.47,2987.3,22.54,18.32,34.94,84.45,6.58,Sprinkler,2,86.01,51.05,137.79,3.16,3.21,0,1,0.0,11198.3,299.5,3.05,Midland,12852.46
sweet potato,Rabi,Red Loam,4.8,289.93,39.53,143.95,2.62,2866.1,24.47,19.81,35.18,72.93,6.98,Sprinkler,4,95.38,41.6,78.82,3.25,3.01,0,0,0.0,12004.7,51.6,29.14,Coastal,12490.75
sweet potato,Rabi,Laterite,4.87,146.16,17.12,211.09,1.2,3274.3,26.53,21.82,32.83,69.5,4.44,Sprinkler,3,77.32,25.92,107.38,4.09,0.51,0,1,0.0,16977.1,423.6,14.67,Malnad,12048.01
sweet potato,Rabi,Sandy Loam,6.42,188.86,56.91,173.74,1.99,3108.7,22.19,18.89,35.14,80.82,7.11,Sprinkler,5,182.59,52.1,140.57,3.79,5.83,1,1,0.0,16218.8,352.9,20.96,Midland,14471.67
sweet potato,Rabi,Sandy Loam,6.2,197.39,48.73,292.42,3.1,2870.1,29.13,21.16,35.5,90.36,6.82,Canal,3,158.48,78.82,121.95,2.31,5.38,0,1,0.0,11415.3,250.9,33.9,Midland,14452.43
sweet potato,Rabi,Laterite,6.19,158.67,54.59,191.54,1.71,3398.4,31.25,24.13,35.34,76.92,6.15,Drip,2,149.29,70.03,141.69,3.65,4.87,1,1,0.0,10145.4,39.4,12.82,Coastal,13977.12
sweet potato,Rabi,Red Loam,5.21,118.44,34.66,175.85,1.21,3594.3,30.46,22.05,34.1,66.34,6.45,Sprinkler,3,153.48,61.11,109.14,0.53,2.95,0,1,0.0,15103.3,264.5,1.4,Midland,14293.56
sweet potato,Rabi,Laterite,4.58,233.08,24.28,151.73,2.93,3532.1,23.62,18.75,28.28,67.6,6.98,Canal,6,68.45,22.95,109.12,1.07,9.9,1,1,0.0,15435.3,475.6,6.1,Malnad,14213.97
sweet potato,Rabi,Laterite,5.01,302.2,28.49,98.45,0.81,3436.0,30.04,22.02,34.98,77.57,7.44,Rainfed,0,198.61,33.65,51.8,3.39,9.84,1,1,0.0,10231.9,833.8,22.81,Malnad,14477.6
sweet potato,Rabi,Sandy Loam,5.17,160.99,18.14,201.33,2.98,3214.7,26.04,18.9,29.58,73.39,5.54,Canal,6,102.54,48.27,126.62,4.1,3.47,1,1,0.0,12549.1,358.1,28.23,Midland,13661.88
sweet potato,Rabi,Clay Loam,5.55,346.2,30.94,272.42,2.36,3362.4,23.5,18.42,30.97,73.79,4.05,Sprinkler,2,136.76,37.25,94.05,3.62,8.04,0,1,0.0,16868.9,556.6,4.4,Malnad,13883.61
sweet potato,Rabi,Sandy Loam,5.03,191.17,32.15,97.9,3.15,3335.3,27.57,18.35,35.08,66.4,6.36,Rainfed,0,95.29,68.08,127.47,4.36,9.16,1,1,0.0,15946.6,530.2,4.87,Malnad,13824.4
sweet potato,Rabi,Laterite,4.58,135.35,38.22,84.51,2.45,3461.9,24.51,19.49,33.84,70.68,7.38,Rainfed,0,90.27,35.06,78.34,4.2,9.35,0,1,0.0,9325.9,871.0,23.88,Malnad,12950.0
sweet potato,Rabi,Sandy Loam,6.24,213.62,15.45,162.62,3.16,3475.8,27.55,22.68,34.1,83.35,6.96,Sprinkler,2,80.83,45.28,59.23,2.41,1.03,1,0,0.0,12935.7,725.8,16.56,Malnad,13038.52
sweet potato,Rabi,Laterite,6.45,166.33,12.18,236.64,3.18,3420.2,30.6,19.98,33.95,70.86,4.93,Sprinkler,3,131.05,65.39,143.6,3.84,4.24,0,1,0.0,15846.0,101.8,33.9,Midland,14143.76
sweet potato,Rabi,Red Loam,5.43,163.45,41.34,223.74,2.95,2977.9,28.98,22.85,34.42,81.77,7.16,Sprinkler,3,88.15,48.56,68.0,0.95,4.52,1,1,0.0,9063.9,427.3,16.81,Malnad,13144.23
sweet potato,Rabi,Laterite,5.59,248.78,51.57,236.74,1.81,2884.8,26.64,19.07,35.89,68.39,3.82,Drip,2,88.52,27.05,142.81,4.47,7.66,1,1,0.0,13919.0,802.5,8.98,Malnad,12696.04
sweet potato,Rabi,Laterite,4.7,234.08,15.09,163.72,1.13,3498.0,27.41,19.44,30.78,68.19,5.8,Canal,3,190.78,53.17,48.23,1.5,9.83,1,0,0.0,13069.1,733.2,33.71,Malnad,13301.86
sweet potato,Rabi,Sandy Loam,5.4,217.92,14.78,94.63,1.64,3424.1,28.85,18.85,35.4,65.64,3.59,Drip,1,185.09,33.51,46.9,1.53,3.32,0,0,0.0,15764.1,267.9,33.48,Midland,11871.48
sweet potato,Rabi,Sandy Loam,5.74,344.01,36.01,171.55,2.77,3357.3,31.48,23.12,34.79,71.34,7.24,Drip,2,179.75,75.21,126.24,1.55,5.11,1,0,0.0,12464.8,612.2,28.49,Malnad,14902.55
sweet potato,Rabi,Laterite,6.38,305.45,37.61,138.53,1.61,3345.6,27.13,22.96,34.08,83.36,3.81,Canal,5,82.09,67.07,65.61,1.96,0.52,0,1,0.0,16509.4,259.8,0.74,Midland,13639.1
sweet potato,Rabi,Red Loam,6.14,283.21,12.85,272.5,1.54,3487.3,23.81,19.74,29.62,77.03,5.78,Sprinkler,5,108.81,50.03,133.24,3.63,4.1,1,1,0.0,10954.2,30.8,28.7,Coastal,14753.55
sweet potato,Rabi,Laterite,5.02,174.15,49.45,153.66,2.26,3597.0,26.56,21.17,34.04,80.01,7.1,Drip,2,160.25,26.25,124.35,1.89,5.22,1,0,0.0,15839.9,420.6,29.46,Malnad,14446.47
sweet potato,Rabi,Red Loam,5.94,264.02,52.59,172.11,1.57,3019.7,25.36,19.0,28.53,90.07,6.42,Drip,1,104.67,36.52,146.93,3.96,5.5,0,1,0.0,11923.1,237.5,0.64,Midland,13801.91
sweet potato,Rabi,Laterite,5.86,136.13,47.51,240.43,1.37,3327.6,28.72,23.45,35.0,80.76,6.83,Sprinkler,4,111.79,26.33,71.36,3.2,8.1,0,0,0.0,14137.7,342.9,17.38,Midland,12904.67
sweet potato,Rabi,Red Loam,5.59,188.31,34.91,282.61,2.24,3046.8,24.44,20.3,29.2,83.26,3.87,Drip,1,130.32,59.88,53.14,0.87,1.87,1,0,0.0,14853.3,102.6,11.17,Midland,13096.73
sweet potato,Rabi,Clay Loam,6.26,242.33,40.8,165.1,2.17,3423.3,30.04,23.56,35.07,68.75,7.14,Drip,2,145.55,37.88,79.91,3.61,2.95,1,1,0.0,16287.3,110.6,18.89,Midland,14117.25
sweet potato,Rabi,Clay Loam,5.94,349.13,55.84,222.27,1.88,3541.1,26.3,19.76,30.26,70.57,3.5,Canal,5,109.95,55.48,127.41,3.03,7.5,1,1,0.0,9012.3,216.0,17.17,Midland,15094.37
sweet potato,Rabi,Sandy Loam,5.47,317.02,42.65,235.52,2.26,3414.4,26.92,19.33,35.7,68.85,5.57,Sprinkler,3,114.37,34.67,89.68,2.59,8.71,0,1,0.0,12061.3,149.9,23.5,Midland,14450.0
sweet potato,Rabi,Red Loam,6.13,157.64,13.86,181.04,2.66,3524.5,27.62,20.19,34.07,74.81,4.01,Rainfed,0,170.51,44.73,145.49,1.24,1.59,1,1,0.0,14951.7,837.0,31.88,Malnad,13957.8
sweet potato,Rabi,Laterite,5.2,207.16,36.47,156.23,3.49,3572.5,30.09,24.84,33.79,74.5,5.61,Rainfed,0,114.48,24.04,111.37,3.45,8.83,0,1,0.0,12070.6,696.0,19.44,Malnad,14029.62
sweet potato,Rabi,Red Loam,5.17,146.05,39.69,120.23,1.01,3059.5,29.74,23.02,33.06,65.64,4.6,Canal,5,89.49,62.38,51.68,2.35,3.98,0,0,0.0,12458.6,775.1,0.46,Malnad,10620.38
sweet potato,Rabi,Laterite,5.89,218.76,58.99,221.18,3.3,3458.0,27.92,23.7,31.65,83.04,5.36,Canal,3,66.04,77.05,145.54,3.04,2.68,0,1,0.0,15884.8,574.6,25.86,Malnad,14685.55
sweet potato,Rabi,Laterite,4.73,171.8,48.53,214.56,1.52,3569.4,30.03,24.39,34.98,76.3,7.28,Sprinkler,4,186.07,52.24,51.22,3.74,6.91,1,0,0.0,16563.1,111.2,9.25,Midland,14320.36
sweet potato,Rabi,Sandy Loam,5.48,163.07,16.67,294.22,2.51,3049.2,27.39,23.29,30.92,83.12,6.27,Sprinkler,3,104.44,35.18,84.22,0.55,1.5,0,1,0.0,9063.6,631.2,23.12,Malnad,12823.75
sweet potato,Rabi,Laterite,6.42,239.55,47.24,147.03,2.9,3241.4,22.5,18.2,32.67,83.91,5.16,Canal,6,63.61,76.65,89.04,2.69,3.48,1,1,0.0,15992.3,633.6,15.6,Malnad,13986.7
sweet potato,Rabi,Red Loam,5.18,253.38,53.41,179.01,1.5,3176.9,22.52,18.5,29.65,68.14,5.74,Rainfed,0,104.68,58.02,86.43,2.85,9.27,1,1,0.0,14684.5,531.1,21.13,Malnad,13485.75
sweet potato,Rabi,Red Loam,5.97,186.75,33.14,279.89,2.13,3229.3,30.4,20.44,34.98,70.35,6.05,Sprinkler,2,101.68,26.45,45.01,4.2,0.76,1,0,0.0,14898.1,603.4,13.21,Malnad,12185.85
sweet potato,Rabi,Red Loam,6.17,216.63,52.05,82.14,0.94,2828.8,29.19,18.1,33.96,75.53,3.71,Drip,3,74.82,57.0,126.69,3.97,7.5,0,0,0.0,11551.2,116.0,23.46,Midland,10903.53
sweet potato,Rabi,Sandy Loam,5.9,319.08,49.85,275.89,1.42,2887.1,31.16,24.96,34.64,91.14,5.92,Drip,3,87.89,63.95,96.13,1.95,6.47,0,0,0.0,9182.9,436.4,23.73,Malnad,13138.13
sweet potato,Rabi,Sandy Loam,4.82,333.47,23.24,96.74,1.97,3013.0,27.93,18.56,32.14,91.91,3.94,Canal,4,146.22,77.26,53.13,2.41,7.5,1,1,0.0,16429.8,931.3,15.97,Malnad,13387.99
sweet potato,Rabi,Laterite,5.47,269.99,58.11,267.06,3.18,3428.4,22.98,18.18,31.84,80.31,4.54,Rainfed,0,92.81,79.95,44.41,0.86,7.24,1,1,0.0,13825.2,510.2,33.11,Malnad,14884.96
sweet potato,Rabi,Red Loam,6.09,293.11,53.45,80.3,2.42,3589.8,25.96,19.54,28.98,90.34,3.68,Canal,5,145.41,53.64,72.06,2.0,0.92,1,0,0.0,15899.4,312.2,31.17,Midland,15032.8
sweet potato,Rabi,Laterite,6.05,158.85,57.7,275.01,1.48,3419.3,30.53,18.12,34.03,73.63,7.24,Sprinkler,3,142.04,29.22,102.93,3.61,5.55,1,1,0.0,11444.6,352.8,4.93,Midland,14890.71
sweet potato,Rabi,Sandy Loam,5.37,347.83,29.76,106.11,2.79,2966.6,25.65,20.93,28.77,82.58,6.78,Drip,3,164.57,71.39,112.58,3.15,5.33,1,1,0.0,14072.5,300.8,10.89,Midland,14457.26
sweet potato,Rabi,Sandy Loam,6.11,145.04,27.05,85.27,2.39,2825.6,26.67,21.82,30.83,79.69,7.49,Sprinkler,5,181.71,32.39,76.84,3.64,6.97,1,0,0.0,13267.1,543.5,23.66,Malnad,12098.58
sweet potato,Rabi,Red Loam,5.06,174.85,20.2,144.78,1.65,3454.5,24.91,18.45,33.37,74.14,6.41,Sprinkler,2,78.26,76.71,101.8,1.67,6.45,0,0,0.0,11023.7,449.3,3.87,Malnad,13049.28
sweet potato,Rabi,Red Loam,6.08,228.8,47.74,220.97,2.53,3492.4,26.75,19.64,35.52,69.04,4.28,Drip,3,78.14,28.87,97.9,0.81,8.37,0,1,0.0,15845.7,485.8,16.18,Malnad,13807.5
sweet potato,Rabi,Laterite,4.55,305.8,31.35,109.39,0.81,3302.2,30.11,21.0,33.45,70.09,5.98,Sprinkler,3,134.73,29.99,45.1,2.64,7.21,1,1,0.0,11824.4,324.3,4.97,Midland,13358.95
sweet potato,Rabi,Sandy Loam,5.5,200.45,24.03,163.3,1.56,3495.1,30.33,23.66,34.49,75.43,6.62,Canal,3,167.33,22.67,46.43,4.03,5.9,0,1,0.0,12434.9,699.1,4.47,Malnad,13723.98
sweet potato,Rabi,Laterite,4.91,244.44,43.12,265.75,1.33,3231.8,31.66,27.57,35.01,91.85,5.84,Drip,1,152.45,61.59,45.59,0.97,9.74,1,0,0.0,13974.0,199.1,25.3,Midland,13790.7
sweet potato,Rabi,Clay Loam,6.41,136.53,56.27,94.47,3.28,3229.8,22.38,18.03,31.96,89.41,3.96,Sprinkler,2,183.99,34.73,85.71,2.58,2.42,0,1,0.0,10066.1,491.4,6.72,Malnad,13478.26
sweet potato,Rabi,Clay Loam,5.43,347.56,27.18,155.92,2.06,3258.6,30.8,22.78,34.78,67.78,5.33,Drip,1,141.44,42.34,74.9,3.0,3.9,1,1,0.0,14815.6,630.0,12.9,Malnad,14008.81
sweet potato,Rabi,Red Loam,5.65,250.13,44.63,269.5,1.78,3010.8,28.85,24.44,33.51,79.12,6.49,Canal,7,83.62,47.71,116.33,0.66,6.48,1,0,0.0,11192.4,189.5,9.41,Midland,13495.76
sweet potato,Rabi,Red Loam,6.41,213.92,10.14,144.9,2.84,2966.2,23.44,19.43,28.36,85.12,6.82,Sprinkler,2,166.31,27.11,45.71,3.8,5.6,1,1,0.0,11767.1,288.0,25.29,Midland,12119.33
sweet potato,Rabi,Red Loam,4.73,146.53,16.76,90.1,2.53,3557.3,30.04,19.81,33.13,90.87,7.15,Rainfed,0,114.93,24.27,129.26,3.46,2.6,0,1,0.0,10600.3,938.1,11.16,Malnad,12924.95
